54,259,FKGFHB8711942832,3/21/2016 00:00,36564,No brakes
55,336,AZGPOE1745565193,7/3/2016 00:00,163445,The wings do not work
56,282,SOBLGQ3116748419,5/21/2016 00:00,176529,It came back from space and it makes a funny noise
57,98,DNCIZM9524868032,4/4/2016 00:00,80701,I cannot hear the radio
58,50,HPNVJJ3184746255,4/18/2016 00:00,101177,Add rockets
59,497,OXHCZV4942592045,2/15/2016 00:00,68159,I cannot hear the horn
60,337,BBJXIV3982626755,3/2/2016 00:00,31305,Burns too much gas
61,265,PIIATJ3030541863,8/8/2016 00:00,52802,No brakes
62,135,YCPFQP7033361637,7/28/2016 00:00,51840,Needs new parachute
63,487,CNWJYN2413191332,12/17/2016 00:00,66390,Burns too much gas
64,34,HKWXYR9175891726,12/25/2016 00:00,54738,Passenger side is always empty
65,489,SJYRPM6140892992,4/24/2016 00:00,66366,Replace windows
66,246,TXBFNV3859412751,8/29/2016 00:00,177134,Replace windows
67,303,KQHREN9682385094,10/17/2016 00:00,128777,Passenger side is always empty
68,65,ZBMIOK1914439733,11/9/2016 00:00,140953,I cannot hear the radio
69,204,SASNAD4724886513,10/2/2016 00:00,181454,Replace windows
70,400,UWDSTU6137716824,3/22/2016 00:00,194713,Change oil
71,450,GCHPZD3967173787,4/5/2016 00:00,36964,I cannot hear the horn
72,1,FSPMJZ3196968788,10/28/2016 00:00,170152,It came back from space and it makes a funny noise
73,105,GCHKZK4486548089,9/14/2016 00:00,184807,Add rockets
74,190,NOFCKZ3395832010,3/19/2016 00:00,180612,No brakes
75,404,XUCOLQ5996294522,1/19/2016 00:00,144515,Burns too much gas
76,115,PZSDRD7040146979,10/23/2016 00:00,174590,It came back from space and it makes a funny noise
77,326,BCLTLD6015203286,5/22/2016 00:00,136390,I cannot hear the horn
78,315,RPACAE9441581596,10/13/2016 00:00,98408,No brakes
79,469,FNPFID6515343820,12/14/2016 00:00,138932,Passenger side is always empty
80,71,TKPIFU1839185748,3/14/2016 00:00,67848,Change oil
81,422,BEWPJO7024338620,2/23/2016 00:00,89408,Add rockets
82,52,MHGALV3562906471,1/22/2016 00:00,27507,It is not fast enough
83,279,EOIYNR6085452423,1/3/2016 00:00,170590,I cannot hear the radio
84,434,YIZUMP3188354719,4/26/2016 00:00,46541,Add rockets
85,36,HWKEEJ9555625692,12/6/2016 00:00,27139,The wings do not work
86,240,FVYQEU3415622484,2/10/2016 00:00,138204,Needs new parachute
87,294,CGUSFN2080165398,10/19/2016 00:00,176260,Burns too much gas
88,118,CJFKUO3541587620,3/23/2016 00:00,150130,No brakes
89,150,JZZDYK6258533142,1/20/2016 00:00,84954,I cannot hear the horn
90,393,SYYANE5550503815,10/4/2016 00:00,200306,Needs new parachute
91,104,JALMQA4243501983,9/24/2016 00:00,97719,It smells funny
92,43,ZIXWNM3957966694,6/22/2016 00:00,41468,It is not fast enough
93,349,FNUKZH6497326645,4/2/2016 00:00,223376,No brakes
94,414,MNMHSR9212697365,7/4/2016 00:00,59556,I cannot hear the radio
95,317,JAMILT7873742990,5/16/2016 00:00,189772,It came back from space and it makes a funny noise
96,174,KFQBHL3686175177,9/26/2016 00:00,46969,Change oil
97,178,GWEJOW5620536777,4/11/2016 00:00,205138,The wheel does not turn right
98,49,KURKHT7379835444,10/27/2016 00:00,35700,Replace windows
99,458,UZSDCU1551234726,9/6/2016 00:00,194236,The wings do not work
100,91,QQNOOI4878984266,4/21/2016 00:00,208759,I cannot hear the horn
101,448,KQDUWT1978594343,1/19/2016 00:00,220485,It smells funny
102,140,GDQPKV3839516746,8/14/2016 00:00,136322,It came back from space and it makes a funny noise
103,41,IUAIUW9344904338,6/21/2016 00:00,136562,It came back from space and it makes a funny noise
104,488,LKZGDY2373692756,2/24/2016 00:00,228547,No brakes
105,203,GHDSSC9565607217,2/24/2016 00:00,144460,Burns too much gas
106,416,CVCANI5957878499,2/20/2016 00:00,79745,Replace windows
107,247,FFKVZG1930822443,4/22/2016 00:00,68175,It is not fast enough
108,338,GDLMBI2281193693,7/4/2016 00:00,101722,The wings do not work
109,349,JAZRIA3972187523,8/5/2016 00:00,33355,The wings do not work
110,329,JDPSKF2192527399,8/24/2016 00:00,229586,The wings do not work
111,18,LOHLRX8452822441,7/26/2016 00:00,164048,The wings do not work
112,113,EAUCLF4363434313,7/29/2016 00:00,55388,I cannot hear the horn
113,235,IWDTLY1375364032,6/17/2016 00:00,30341,The wheel does not turn right
114,488,FJQPKH8891523378,9/17/2016 00:00,36824,Burns too much gas
115,366,JSVHTT3133928598,12/21/2016 00:00,138915,Add rockets
116,320,FQMWDQ7319575470,3/13/2016 00:00,176621,It came back from space and it makes a funny noise
117,388,NVCUTC6360225968,11/11/2016 00:00,90403,Add rockets
118,488,LKZGDY2373692756,8/10/2016 00:00,72134,It came back from space and it makes a funny noise
119,424,AAAAQE9596459835,9/25/2016 00:00,165249,It smells funny
120,429,YOIKPM1739602847,4/10/2016 00:00,165627,It smells funny
121,362,GTZCMQ2189484954,4/4/2016 00:00,91336,It came back from space and it makes a funny noise
122,376,WIRVMR6249427191,9/3/2016 00:00,219157,It came back from space and it makes a funny noise
123,236,AOHUTT6816739116,6/6/2016 00:00,219533,Replace windows
124,309,PVISYP7730931140,1/30/2016 00:00,33612,The wheel does not turn right
125,402,ROGUIV9713623523,11/10/2016 00:00,222847,Passenger side is always empty
126,302,OBBHPO2327755619,2/21/2016 00:00,88236,Passenger side is always empty
127,108,OJRDGU8925815759,7/28/2016 00:00,213203,It smells funny
128,135,MBWMNE9719545129,3/21/2016 00:00,222588,The wings do not work
129,48,YHLTOY5033965286,1/17/2016 00:00,160442,I cannot hear the horn
130,91,ESNTTS2344586395,6/2/2016 00:00,46306,I cannot hear the radio
131,199,CRXKNQ5735296646,8/21/2016 00:00,93789,I cannot hear the horn
132,179,OYHSZF9571854478,1/27/2016 00:00,122441,Replace windows
133,399,UUPYKP9025323938,3/9/2016 00:00,81644,Passenger side is always empty
134,234,KIECWP9917668633,8/20/2016 00:00,199206,Replace windows
135,391,DDKIIK9954341145,12/7/2016 00:00,93307,The wheel does not turn right
136,105,EJJMEZ5885715935,5/3/2016 00:00,199448,The wings do not work
137,105,VAXEGG2492168252,10/9/2016 00:00,66954,It smells funny
138,201,XGXHUS8462379942,7/30/2016 00:00,147237,It is not fast enough
139,114,ZCXHZR7215477276,12/4/2016 00:00,208984,The wings do not work
140,393,JYHDDV4944839571,12/30/2016 00:00,65961,Change oil
141,375,YVNFUF8461432658,3/14/2016 00:00,64753,Change oil
142,133,KQHCXJ8051804551,5/23/2016 00:00,156677,It smells funny
143,296,ANFGLW6769378876,2/9/2016 00:00,212672,Add rockets
144,21,DUSZRF4018304378,7/20/2016 00:00,117939,I cannot hear the horn
145,140,GDQPKV3839516746,7/6/2016 00:00,196908,Burns too much gas
146,36,EOQCJN6163269542,7/27/2016 00:00,190712,No brakes
147,459,TFMYYC1166113446,6/13/2016 00:00,54742,Replace windows
148,244,PIBHDM5810121221,6/5/2016 00:00,119613,No brakes
149,37,XYIIGQ7328473933,6/9/2016 00:00,213030,The wheel does not turn right
150,498,DLNCHC2659532045,3/19/2016 00:00,76296,The wings do not work
151,357,SANGXT7018323475,1/20/2016 00:00,62797,Add rockets
152,23,ZRUNFN4267809595,4/19/2016 00:00,185176,Add rockets
153,301,AZOQXD5916388952,9/20/2016 00:00,28490,Passenger side is always empty
154,499,XODCYV1832789744,1/3/2016 00:00,148388,Burns too much gas
155,391,UADLJX5921889865,7/22/2016 00:00,210111,Burns too much gas
156,287,YATXPW9262465343,9/23/2016 00:00,162257,The wheel does not turn right
157,116,ILURTL1339968218,6/9/2016 00:00,181116,The wheel does not turn right
158,266,QBAZZV1491396664,5/24/2016 00:00,28337,The wheel does not turn right
159,457,EQBWTC2754566251,10/1/2016 00:00,114645,It came back from space and it makes a funny noise
160,189,CSUWNX2748164533,5/10/2016 00:00,208014,It is not fast enough
161,402,PVBZPT8274717085,6/19/2016 00:00,106676,Needs new parachute
162,106,TVOUKY1235434552,1/6/2016 00:00,93955,It smells funny
163,135,YCPFQP7033361637,10/10/2016 00:00,144186,It came back from space and it makes a funny noise
164,87,DQIPGI3659702780,11/28/2016 00:00,107639,It smells funny
165,183,WUSLMC1997722689,10/26/2016 00:00,126439,No brakes
166,357,MRXHVT1977886081,2/14/2016 00:00,181336,It is not fast enough
167,71,FFTINC2965499936,4/18/2016 00:00,75493,The wheel does not turn right
168,321,PXLGTN4238535978,2/28/2016 00:00,158291,I cannot hear the radio
169,55,ZGHHWJ6940601339,8/3/2016 00:00,163692,Passenger side is always empty
170,17,LWCILA2122396724,7/24/2016 00:00,102948,It came back from space and it makes a funny noise
171,377,YERPCO8793599850,9/14/2016 00:00,184453,It is not fast enough
172,318,NHLMJS1930929591,10/25/2016 00:00,194534,Change oil
173,388,YGOQMU7212966421,11/29/2016 00:00,35098,Change oil
174,87,MAKAIJ1326197613,2/18/2016 00:00,167781,It smells funny
175,172,YREUYR6547579369,12/2/2016 00:00,173687,No brakes
176,438,UGPFSS7057754513,5/17/2016 00:00,157072,Burns too much gas
177,259,FKGFHB8711942832,8/12/2016 00:00,161974,Change oil
178,71,NJRYLS7655871428,11/24/2016 00:00,71240,I cannot hear the radio
179,362,ESEVEB5346413212,11/17/2016 00:00,52903,Needs new parachute
180,57,RXHQPK3473617048,12/9/2016 00:00,195125,No brakes
181,211,ZMHBEY3845281053,7/25/2016 00:00,133808,It came back from space and it makes a funny noise
182,451,RZKFXL2358863972,8/20/2016 00:00,145810,I cannot hear the horn
183,156,NGCGAQ4129441481,11/27/2016 00:00,61111,The wings do not work
184,410,WXFSRB8628497337,3/9/2016 00:00,39648,I cannot hear the horn
185,72,BGTSSW6640341952,1/23/2016 00:00,81094,The wheel does not turn right
186,409,NEKFMH7439732644,9/6/2016 00:00,176661,Add rockets
187,25,DSFSTW2736182525,7/27/2016 00:00,54558,Needs new parachute
188,432,WHPAKL8515971663,6/28/2016 00:00,198863,Needs new parachute
189,449,QGOOOY4341162944,3/21/2016 00:00,64160,It came back from space and it makes a funny noise
190,190,LQPJEB6275216731,10/2/2016 00:00,96275,Passenger side is always empty
191,401,WKGFKT8162681630,4/18/2016 00:00,77111,Replace windows
192,224,DYOTNY7479291246,6/1/2016 00:00,189086,The wings do not work
193,482,WSTJYX5186309637,12/25/2016 00:00,59645,It came back from space and it makes a funny noise
194,59,TYUANI8641597022,10/1/2016 00:00,103261,I cannot hear the horn
195,421,HEUACU2182412795,11/20/2016 00:00,154668,Needs new parachute
196,389,BTWRAT8441469573,7/31/2016 00:00,177862,Passenger side is always empty
197,31,OHYUES1915103416,12/24/2016 00:00,215090,I cannot hear the horn
198,1,OPBSAH6612868960,3/19/2016 00:00,70211,Replace windows
199,158,FRJRXB3240508958,3/13/2016 00:00,145329,Change oil
200,385,AZOJDQ9255326754,5/18/2016 00:00,219694,Add rockets
201,35,NLVVUE9964149355,10/27/2016 00:00,143596,I cannot hear the horn
202,279,IAYOEZ2963515839,3/20/2016 00:00,202598,It came back from space and it makes a funny noise
203,324,ZXIWJT8440313961,8/26/2016 00:00,145821,The wings do not work
204,259,UCUEAI6934171494,8/20/2016 00:00,64496,Add rockets
205,475,YXRFKY8093114920,3/29/2016 00:00,138118,It smells funny
206,226,PBXXUC6130692180,4/27/2016 00:00,191895,I cannot hear the radio
207,155,ZGBXZC7685767843,6/27/2016 00:00,83662,I cannot hear the horn
208,183,WUSLMC1997722689,1/12/2016 00:00,138674,I cannot hear the horn
209,101,HYIWCG9538869237,10/28/2016 00:00,210444,No brakes
210,238,IMICPE7667404237,12/29/2016 00:00,150272,Passenger side is always empty
211,253,WJSKXH4821883361,7/23/2016 00:00,127816,Change oil
212,65,IVWAFO6695292663,12/6/2016 00:00,41542,Add rockets
213,370,SBLJLK8822525481,12/7/2016 00:00,141658,It came back from space and it makes a funny noise
214,389,SRXFDO5574958324,2/22/2016 00:00,207292,No brakes
215,277,SOOFAV5879608245,8/18/2016 00:00,132161,Change oil
216,216,XURHIY1121531777,8/11/2016 00:00,107448,Change oil
217,118,IPFLBW4488764877,4/29/2016 00:00,111591,I cannot hear the radio
218,129,ICQTUE7357959913,2/21/2016 00:00,109946,Change oil
219,454,HFKUFE9126397386,2/26/2016 00:00,128917,The wings do not work
220,316,FDGHTL6331845359,6/18/2016 00:00,118234,It is not fast enough
221,88,NBEGDV1951475351,6/6/2016 00:00,155214,Replace windows
222,26,WISWJM8080473279,6/20/2016 00:00,159032,Replace windows
223,174,VLOMEP9113268712,1/29/2016 00:00,214778,The wheel does not turn right
224,244,PIBHDM5810121221,6/23/2016 00:00,113537,Change oil
225,18,DDTNNR9866654821,4/14/2016 00:00,64608,The wings do not work
226,78,EJGSFP3025653479,1/12/2016 00:00,209838,It is not fast enough
227,107,LBHFRI6414474054,5/30/2016 00:00,149499,I cannot hear the horn
228,416,VYFQJR3197907622,8/22/2016 00:00,125221,It came back from space and it makes a funny noise
229,421,SXYLYP2857815499,8/4/2016 00:00,144865,Burns too much gas
230,160,JVVLYM3718266646,1/19/2016 00:00,215621,Replace windows
231,129,UNYVXE2968337257,6/20/2016 00:00,55071,Needs new parachute
232,20,QISNDN4941971923,6/18/2016 00:00,73112,The wheel does not turn right
233,477,XBKBTC4168159496,12/3/2016 00:00,151007,Burns too much gas
234,84,TZUDOK8091134449,7/24/2016 00:00,96263,Add rockets
235,432,IWXNNT7292268295,4/30/2016 00:00,114962,It came back from space and it makes a funny noise
236,356,PYITMR8245305734,4/7/2016 00:00,205928,Add rockets
237,344,MNZQJF3972568135,10/8/2016 00:00,205133,Change oil
238,180,NFLJAD9362842462,12/21/2016 00:00,78438,The wheel does not turn right
239,15,UDCVAJ1677509998,4/7/2016 00:00,100701,Add rockets
240,21,AZGNWL4745924254,2/20/2016 00:00,47609,Change oil
241,5,ZTCFRZ8877769172,9/11/2016 00:00,197214,Replace windows
242,175,FMKYKK5099103169,9/15/2016 00:00,64736,No brakes
243,193,OWFRLW4254927126,8/8/2016 00:00,155371,The wheel does not turn right
244,383,FPOCBE5671443439,8/8/2016 00:00,67692,No brakes
245,373,FUTDEK7068823531,4/28/2016 00:00,108168,Passenger side is always empty
246,99,DMSPQQ2051453157,2/9/2016 00:00,189858,It smells funny
247,269,HWFBBQ5779166498,7/7/2016 00:00,143325,It came back from space and it makes a funny noise
248,6,HVGDOB8735247177,10/13/2016 00:00,128921,Add rockets
249,119,WTMADP3735627783,8/3/2016 00:00,124086,Burns too much gas
250,66,CFMNWR8382911076,11/9/2016 00:00,112220,It is not fast enough
251,121,VHTUJS8114168571,12/25/2016 00:00,31287,Replace windows
252,29,KEUNDN5135172254,7/3/2016 00:00,57548,Add rockets
253,476,VSCDUB3242742082,7/27/2016 00:00,45952,Change oil
254,313,LSTUDO5764656724,7/27/2016 00:00,196113,I cannot hear the horn
255,156,LDLRGK6398952496,4/12/2016 00:00,162413,The wheel does not turn right
256,377,GMAQMV9073967972,3/28/2016 00:00,196144,The wheel does not turn right
257,37,BLORQN5277911210,8/20/2016 00:00,204220,The wheel does not turn right
258,323,ZIYSIP4996928492,5/2/2016 00:00,37067,The wheel does not turn right
259,226,LVGEAW6296223829,5/13/2016 00:00,91674,No brakes
260,104,VTEKHD3293249531,6/16/2016 00:00,60840,Burns too much gas
261,374,ALWDRV6856396569,7/30/2016 00:00,202701,No brakes
262,332,VFMNCO4379319572,3/13/2016 00:00,48742,Change oil
263,425,RWAINR5655551069,5/3/2016 00:00,56977,Burns too much gas
264,415,SOKJPJ1572691399,7/19/2016 00:00,95629,Add rockets
265,245,QGMDYF4121388684,10/5/2016 00:00,220948,I cannot hear the radio
266,280,RXHHCS5393986697,10/28/2016 00:00,106464,Needs new parachute
267,307,UBYKEE2852962234,10/28/2016 00:00,89745,I cannot hear the horn
268,113,PBYUCP9611535110,12/25/2016 00:00,192004,Change oil
269,221,RCBFVB3580379466,1/30/2016 00:00,141497,Change oil
270,388,MYIAPV3770825361,12/5/2016 00:00,150235,Passenger side is always empty
271,16,CJVIHB7123643368,11/19/2016 00:00,227131,It smells funny
272,499,SEITKU1762106475,12/24/2016 00:00,142328,I cannot hear the radio
273,206,PIVXVT4421568617,12/29/2016 00:00,124111,Needs new parachute
274,355,CRTRMD7657509720,1/5/2016 00:00,171930,I cannot hear the radio
275,104,DVMIOA1878118535,3/10/2016 00:00,209231,Change oil
276,4,SKALJB7085862949,3/6/2016 00:00,101655,Passenger side is always empty
277,145,WBKBQR6211619943,11/20/2016 00:00,42212,Needs new parachute
278,277,WSBSQS1140218956,2/16/2016 00:00,128531,No brakes
279,246,VLKDZC5884857321,5/10/2016 00:00,217019,Replace windows
280,209,FAIMEO3089358982,9/8/2016 00:00,97468,It smells funny
281,432,IFZZYI7242758293,1/24/2016 00:00,117576,Needs new parachute
282,438,FBJOPA9178916224,8/10/2016 00:00,69712,The wings do not work
283,201,XGXHUS8462379942,1/13/2016 00:00,39473,I cannot hear the radio
284,357,SQGNLW1368305944,7/21/2016 00:00,111047,Add rockets
285,56,CZZUJQ2243554641,2/6/2016 00:00,63998,Add rockets
286,416,KOLUDD8559241093,2/12/2016 00:00,122963,Needs new parachute
287,343,OXJBTN9728371870,9/1/2016 00:00,43082,It is not fast enough
288,325,VQBEMI8582608837,10/18/2016 00:00,205600,I cannot hear the horn
289,84,LTCCYH8952692977,2/10/2016 00:00,100431,The wheel does not turn right
290,257,NOCHRY2564105829,9/19/2016 00:00,187815,I cannot hear the horn
291,469,OUMQSZ2816322177,8/27/2016 00:00,39101,The wings do not work
292,324,COYBOG2388677243,8/14/2016 00:00,93428,It is not fast enough
293,442,FDYZPA9166717922,12/29/2016 00:00,223616,The wings do not work
294,404,FYZCNJ1386126790,12/22/2016 00:00,133950,The wings do not work
295,68,WVLPXF1147681783,1/23/2016 00:00,149126,Passenger side is always empty
296,312,UAOAIS8138338284,10/22/2016 00:00,106062,Add rockets
297,286,XWEHHN8839522094,10/26/2016 00:00,72467,Burns too much gas
298,418,YVOWDN3569878836,12/7/2016 00:00,116157,The wings do not work
299,383,IOIPYH2380185624,11/6/2016 00:00,115553,The wheel does not turn right
300,206,YSOGDT8146919426,2/14/2016 00:00,190013,Replace windows
301,470,DANPXD1273516329,11/30/2016 00:00,179051,Change oil
302,432,TEMUBF9689196017,4/18/2016 00:00,44931,No brakes
303,237,MFMXSM4993547195,7/9/2016 00:00,176040,No brakes
304,442,FDYZPA9166717922,6/14/2016 00:00,154727,Passenger side is always empty
305,285,COBWWU5547194154,10/27/2016 00:00,40257,It came back from space and it makes a funny noise
306,281,XNTURG6690623574,5/1/2016 00:00,79865,The wings do not work
307,65,QHQDEU5030808454,11/2/2016 00:00,172370,Burns too much gas
308,449,AGDVXG8711494838,7/24/2016 00:00,226195,It smells funny
309,316,FDGHTL6331845359,1/12/2016 00:00,201759,I cannot hear the horn
310,32,LEKZUI6987349964,1/30/2016 00:00,168271,No brakes
311,126,HCSFDG1927311387,10/5/2016 00:00,112726,No brakes
312,247,GMRKKI9496593994,11/23/2016 00:00,228456,Add rockets
313,341,UKYOEG6651994356,11/23/2016 00:00,58391,Change oil
314,421,THWGCV4078494978,5/25/2016 00:00,206989,Change oil
315,9,FODWMT2082859486,11/27/2016 00:00,228039,Change oil
316,467,EFZIPO2034607540,9/24/2016 00:00,159545,Replace windows
317,34,HNRJPW3590126951,3/8/2016 00:00,214607,It came back from space and it makes a funny noise
318,106,UQIOCD8425803628,4/28/2016 00:00,61349,No brakes
319,247,ISACDS9528153713,9/18/2016 00:00,225312,Burns too much gas
320,325,VQBEMI8582608837,11/15/2016 00:00,89823,Add rockets
321,287,QXMKNV4193862083,10/7/2016 00:00,62501,The wings do not work
322,167,STYRKN7474266978,7/11/2016 00:00,160565,Replace windows
323,382,MKKXEF8766441853,11/7/2016 00:00,98374,The wheel does not turn right
324,180,RKHIXG8917628452,12/18/2016 00:00,79381,Change oil
325,0,UYZELO8245986272,5/6/2016 00:00,65972,I cannot hear the horn
326,74,SYYBFE9236218433,11/5/2016 00:00,99206,Replace windows
327,387,JJBGDF8297847798,4/5/2016 00:00,206873,Replace windows
328,271,UWTNOV7744772964,9/17/2016 00:00,112394,No brakes
329,71,LBHKWL1460115092,4/9/2016 00:00,44580,The wings do not work
330,381,MDVPUK2444316549,5/31/2016 00:00,120305,Passenger side is always empty
331,111,QOMHEG3616841412,8/14/2016 00:00,180447,Needs new parachute
332,348,RTNIWE3313829619,4/11/2016 00:00,122678,Burns too much gas
333,358,BBIMFS4754869189,12/3/2016 00:00,170467,Change oil
334,367,ECTSIW3193722327,9/20/2016 00:00,97184,Passenger side is always empty
335,135,RRAPAJ6970611027,6/17/2016 00:00,38793,Add rockets
336,252,SWAWUL2565646328,10/8/2016 00:00,80736,I cannot hear the horn
337,173,TJDFKA2150645368,12/1/2016 00:00,58826,The wheel does not turn right
338,201,XZGWTV2937823386,1/17/2016 00:00,135714,No brakes
339,372,JZZMOQ1548938751,11/13/2016 00:00,183987,It came back from space and it makes a funny noise
340,43,WEISSH3984537020,6/20/2016 00:00,167665,Needs new parachute
341,393,LUVHVT8461146745,11/3/2016 00:00,49490,Change oil
342,332,VLUZZW4036717795,5/1/2016 00:00,128967,Add rockets
343,17,VKRXSA7173317443,12/12/2016 00:00,135784,The wheel does not turn right
344,187,GLQAAB3744976558,8/7/2016 00:00,54026,The wings do not work
345,95,CWRNDD5384556397,1/9/2016 00:00,80713,It smells funny
346,454,MXBSXA3498277434,8/19/2016 00:00,29151,Needs new parachute
347,496,JUDDSU7831695023,2/22/2016 00:00,123764,Burns too much gas
348,171,VSDCBD5685306919,2/25/2016 00:00,122332,I cannot hear the radio
349,497,YCIKWZ1375562657,11/12/2016 00:00,45111,It smells funny
350,91,JSTYSJ3978229217,4/7/2016 00:00,156861,Replace windows
351,223,QQNQLL3443398999,12/18/2016 00:00,118119,It came back from space and it makes a funny noise
352,329,IRFFEO9754242794,1/13/2016 00:00,214706,I cannot hear the radio
353,310,PIIBIT2682313166,6/5/2016 00:00,113345,Burns too much gas
354,223,PPUSON4959141895,11/20/2016 00:00,56399,Passenger side is always empty
355,248,TBVLUK9279301246,6/23/2016 00:00,80624,Replace windows
356,65,TQVIHS2124778731,11/6/2016 00:00,168606,The wings do not work
357,455,JLSZPS7455828251,1/24/2016 00:00,191741,Replace windows
358,392,SLTCBF9191778246,6/20/2016 00:00,172796,No brakes
359,383,DHGTFV4288811395,4/25/2016 00:00,72733,Change oil
360,485,CAERDE1993291132,5/21/2016 00:00,220826,Needs new parachute
361,360,NQCENQ2053728973,4/15/2016 00:00,123885,Change oil
362,51,TPGLNU4975425458,2/20/2016 00:00,152262,No brakes
363,242,UHBYGN6597397283,3/19/2016 00:00,145773,Passenger side is always empty
364,263,YZRSYH8342501787,1/13/2016 00:00,61669,Passenger side is always empty
365,300,JVVETX7935553815,5/1/2016 00:00,114349,Passenger side is always empty
366,279,NOPWJW7824407889,8/18/2016 00:00,74587,Add rockets
367,456,HPECKT1593193616,5/16/2016 00:00,70720,The wings do not work
368,403,DMJXKP4860785248,11/21/2016 00:00,171371,It is not fast enough
369,234,FVWBUK5251139768,1/9/2016 00:00,129241,I cannot hear the horn
370,186,AUYFIC1278576764,7/2/2016 00:00,43898,Add rockets
371,19,VANLLC6169189426,4/17/2016 00:00,105286,The wheel does not turn right
372,11,HENSSH3161261781,9/12/2016 00:00,172607,It is not fast enough
373,261,EJRUIN3284242957,11/24/2016 00:00,53972,It came back from space and it makes a funny noise
374,436,TFFBSV3586794231,12/27/2016 00:00,194854,It smells funny
375,341,XWZOWJ8627497395,1/31/2016 00:00,84306,The wings do not work
376,457,MUQCEO8593801335,9/15/2016 00:00,45801,Add rockets
377,255,GKHINV9887442360,5/25/2016 00:00,177909,The wings do not work
378,309,UWGROU2542644042,2/8/2016 00:00,83865,Burns too much gas
