58,58,175,4/21/2016 00:00,Good Luck,849
59,59,29,2/16/2016 00:00,You are missing an engine,329
60,60,210,3/4/2016 00:00,I do not know,779
61,61,135,8/14/2016 00:00,We changed the color,311
62,62,217,8/2/2016 00:00,We lost your car,831
63,63,112,12/22/2016 00:00,We changed the color,906
64,64,25,1/1/2017 00:00,Buy a new Car,296
65,65,68,4/27/2016 00:00,You are missing an engine,744
66,66,170,8/29/2016 00:00,Buy a new Car,882
67,67,75,10/20/2016 00:00,You are missing an engine,478
68,68,78,11/9/2016 00:00,Good Luck,970
69,69,162,10/5/2016 00:00,Fixed!!!,107
70,70,132,3/27/2016 00:00,Breaks are ok,566
71,71,126,4/9/2016 00:00,This is a bicycle,826
72,72,140,10/30/2016 00:00,Good Luck,280
73,73,19,9/19/2016 00:00,I do not know,952
74,74,192,3/22/2016 00:00,I do not know,875
75,75,215,1/26/2016 00:00,You are missing an engine,908
76,76,2,10/30/2016 00:00,Fixed!!!,882
77,77,48,5/25/2016 00:00,Good Luck,787
78,78,240,10/15/2016 00:00,Changed Oil,194
79,79,174,12/16/2016 00:00,Fixed!!!,922
80,80,93,3/21/2016 00:00,Changed Oil,818
81,81,191,2/27/2016 00:00,Made it faster,537
82,82,72,1/26/2016 00:00,Fixed!!!,190
83,83,215,1/6/2016 00:00,We lost your car,150
84,84,73,4/29/2016 00:00,Buy a new Car,296
85,85,186,12/13/2016 00:00,Needs new Tires,810
86,86,147,2/13/2016 00:00,Needs new Tires,725
87,87,114,10/23/2016 00:00,Breaks are ok,191
88,88,171,3/27/2016 00:00,Breaks are ok,982
89,89,74,1/20/2016 00:00,Good Luck,329
90,90,193,10/7/2016 00:00,I do not know,692
91,91,227,9/26/2016 00:00,You are missing an engine,153
92,92,143,6/28/2016 00:00,Buy a new Car,426
93,93,196,4/8/2016 00:00,Fixed!!!,361
94,94,239,7/7/2016 00:00,Change Roof,57
95,95,40,5/22/2016 00:00,Breaks,369
96,96,220,10/2/2016 00:00,Made it faster,710
97,97,205,4/18/2016 00:00,This is a bicycle,756
98,98,15,10/29/2016 00:00,We changed the color,332
99,99,37,9/6/2016 00:00,I do not know,264
100,100,246,4/22/2016 00:00,You are missing an engine,848
101,101,110,1/23/2016 00:00,I do not know,613
102,102,228,8/15/2016 00:00,Change Roof,688
103,103,134,6/23/2016 00:00,Breaks,746
104,104,123,2/27/2016 00:00,This is a bicycle,952
105,105,125,2/28/2016 00:00,This is a bicycle,624
106,106,71,2/21/2016 00:00,We changed the color,577
107,107,194,4/27/2016 00:00,Breaks,830
108,108,146,7/7/2016 00:00,Breaks,846
109,109,101,8/12/2016 00:00,Needs new Tires,928
110,110,119,8/28/2016 00:00,We lost your car,766
111,111,216,7/26/2016 00:00,Needs new Tires,176
112,112,176,8/3/2016 00:00,Buy a new Car,416
113,113,13,6/19/2016 00:00,Buy a new Car,515
114,114,190,9/19/2016 00:00,We lost your car,288
115,115,128,12/27/2016 00:00,I do not know,319
116,116,70,3/20/2016 00:00,Good Luck,321
117,117,83,11/17/2016 00:00,Buy a new Car,558
118,118,106,8/12/2016 00:00,This is a bicycle,94
119,119,228,9/30/2016 00:00,Breaks,731
120,120,92,4/11/2016 00:00,Good Luck,513
121,121,44,4/10/2016 00:00,We changed the color,731
122,122,119,9/7/2016 00:00,We lost your car,572
123,123,204,6/12/2016 00:00,I do not know,712
124,124,52,2/3/2016 00:00,Breaks,409
125,125,177,11/12/2016 00:00,Changed Oil,838
126,126,26,2/25/2016 00:00,Made it faster,382
127,127,143,7/28/2016 00:00,This is a bicycle,514
128,128,233,3/25/2016 00:00,Made it faster,841
129,129,138,1/24/2016 00:00,Needs new Tires,606
130,130,15,6/6/2016 00:00,You are missing an engine,381
131,131,6,8/22/2016 00:00,I do not know,827
132,132,157,1/27/2016 00:00,Fixed!!!,895
133,133,143,3/10/2016 00:00,This is a bicycle,388
134,134,247,8/23/2016 00:00,Buy a new Car,398
135,135,232,12/10/2016 00:00,We lost your car,713
136,136,56,5/8/2016 00:00,Fixed!!!,987
137,137,82,10/9/2016 00:00,Made it faster,307
138,138,118,8/3/2016 00:00,Buy a new Car,598
139,139,123,12/7/2016 00:00,Buy a new Car,363
140,140,31,1/4/2017 00:00,I do not know,249
141,141,176,3/15/2016 00:00,Change Roof,299
142,142,196,5/24/2016 00:00,You are missing an engine,912
143,143,204,2/15/2016 00:00,Changed Oil,802
144,144,171,7/20/2016 00:00,Buy a new Car,143
145,145,185,7/6/2016 00:00,Fixed!!!,411
146,146,149,8/3/2016 00:00,Needs new Tires,746
147,147,29,6/17/2016 00:00,Good Luck,825
148,148,13,6/9/2016 00:00,Buy a new Car,883
149,149,100,6/14/2016 00:00,Made it faster,731
150,150,190,3/23/2016 00:00,Breaks,205
151,151,191,1/24/2016 00:00,I do not know,553
152,152,154,4/23/2016 00:00,Made it faster,203
153,153,151,9/21/2016 00:00,Buy a new Car,685
154,154,217,1/4/2016 00:00,This is a bicycle,459
155,155,133,7/29/2016 00:00,You are missing an engine,307
156,156,230,9/27/2016 00:00,We lost your car,322
157,157,122,6/10/2016 00:00,Needs new Tires,818
158,158,161,5/25/2016 00:00,Change Roof,607
159,159,160,10/7/2016 00:00,We lost your car,586
160,160,74,5/17/2016 00:00,I do not know,374
161,161,76,6/22/2016 00:00,You are missing an engine,514
162,162,154,1/12/2016 00:00,Made it faster,819
163,163,166,10/10/2016 00:00,Changed Oil,633
164,164,3,12/3/2016 00:00,Changed Oil,382
165,165,140,10/26/2016 00:00,Good Luck,290
166,166,228,2/21/2016 00:00,This is a bicycle,645
167,167,191,4/25/2016 00:00,Good Luck,645
168,168,244,3/3/2016 00:00,You are missing an engine,179
169,169,112,8/6/2016 00:00,Good Luck,663
170,170,171,7/24/2016 00:00,Fixed!!!,938
171,171,72,9/19/2016 00:00,Change Roof,429
172,172,175,10/27/2016 00:00,Changed Oil,748
173,173,223,12/6/2016 00:00,Made it faster,395
174,174,143,2/21/2016 00:00,Needs new Tires,764
175,175,172,12/2/2016 00:00,Made it faster,89
176,176,225,5/17/2016 00:00,Good Luck,90
177,177,199,8/16/2016 00:00,This is a bicycle,346
178,178,81,11/26/2016 00:00,Needs new Tires,706
179,179,21,11/18/2016 00:00,Change Roof,822
180,180,182,12/11/2016 00:00,This is a bicycle,282
181,181,26,7/30/2016 00:00,Changed Oil,334
182,182,136,8/21/2016 00:00,Fixed!!!,847
183,183,91,12/4/2016 00:00,We lost your car,248
184,184,174,3/13/2016 00:00,Fixed!!!,730
185,185,138,1/23/2016 00:00,Changed Oil,874
186,186,227,9/9/2016 00:00,You are missing an engine,667
187,187,117,8/1/2016 00:00,We lost your car,289
188,188,91,7/1/2016 00:00,Fixed!!!,807
189,189,147,3/23/2016 00:00,This is a bicycle,941
190,190,27,10/5/2016 00:00,You are missing an engine,627
191,191,74,4/24/2016 00:00,This is a bicycle,899
192,192,248,6/6/2016 00:00,Buy a new Car,621
193,193,191,12/28/2016 00:00,Breaks,318
194,194,61,10/4/2016 00:00,Buy a new Car,974
195,195,245,11/21/2016 00:00,Breaks,834
196,196,87,8/4/2016 00:00,We lost your car,485
197,197,132,12/28/2016 00:00,I do not know,72
198,198,150,3/22/2016 00:00,We lost your car,1000
199,199,139,3/16/2016 00:00,Made it faster,859
200,200,207,5/25/2016 00:00,This is a bicycle,972
201,201,211,11/3/2016 00:00,Changed Oil,106
202,202,220,3/23/2016 00:00,Made it faster,591
203,203,108,8/27/2016 00:00,Buy a new Car,840
204,204,61,8/25/2016 00:00,I do not know,363
205,205,219,4/4/2016 00:00,Buy a new Car,971
206,206,75,5/3/2016 00:00,Good Luck,139
207,207,186,6/30/2016 00:00,We changed the color,700
208,208,2,1/17/2016 00:00,This is a bicycle,693
209,209,218,10/31/2016 00:00,You are missing an engine,712
210,210,18,1/4/2017 00:00,You are missing an engine,245
211,211,78,7/27/2016 00:00,We lost your car,669
212,212,60,12/7/2016 00:00,Breaks,825
213,213,52,12/11/2016 00:00,Buy a new Car,960
214,214,230,2/28/2016 00:00,I do not know,501
215,215,142,8/24/2016 00:00,Breaks,305
216,216,91,8/18/2016 00:00,You are missing an engine,188
217,217,172,4/30/2016 00:00,Change Roof,340
218,218,231,2/25/2016 00:00,Fixed!!!,444
219,219,221,2/28/2016 00:00,Breaks,52
220,220,233,6/19/2016 00:00,Changed Oil,941
221,221,63,6/13/2016 00:00,Good Luck,59
222,222,80,6/25/2016 00:00,Fixed!!!,545
223,223,68,2/2/2016 00:00,We changed the color,805
224,224,241,6/25/2016 00:00,I do not know,912
225,225,129,4/14/2016 00:00,Needs new Tires,196
226,226,220,1/15/2016 00:00,Made it faster,904
227,227,99,5/30/2016 00:00,You are missing an engine,627
228,228,49,8/26/2016 00:00,This is a bicycle,171
229,229,96,8/6/2016 00:00,Buy a new Car,966
230,230,211,1/26/2016 00:00,We lost your car,537
231,231,213,6/22/2016 00:00,I do not know,343
232,232,151,6/19/2016 00:00,Fixed!!!,593
233,233,23,12/6/2016 00:00,This is a bicycle,331
234,234,173,7/25/2016 00:00,Needs new Tires,405
235,235,158,5/1/2016 00:00,You are missing an engine,101
236,236,206,4/14/2016 00:00,Buy a new Car,375
237,237,227,10/15/2016 00:00,Change Roof,697
238,238,81,12/25/2016 00:00,This is a bicycle,185
239,239,198,4/11/2016 00:00,Good Luck,940
240,240,13,2/27/2016 00:00,Buy a new Car,667
241,241,7,9/18/2016 00:00,Made it faster,910
242,242,203,9/17/2016 00:00,Made it faster,879
243,243,95,8/10/2016 00:00,Good Luck,215
244,244,50,8/13/2016 00:00,Needs new Tires,196
245,245,176,4/30/2016 00:00,This is a bicycle,157
246,246,141,2/14/2016 00:00,Change Roof,202
247,247,205,7/12/2016 00:00,Needs new Tires,860
248,248,173,10/19/2016 00:00,Change Roof,312
249,249,70,8/6/2016 00:00,We changed the color,307
250,250,120,11/16/2016 00:00,We lost your car,230
251,251,181,12/28/2016 00:00,Changed Oil,152
252,252,209,7/4/2016 00:00,We lost your car,63
253,253,160,7/28/2016 00:00,You are missing an engine,440
254,254,56,8/3/2016 00:00,Buy a new Car,508
255,255,157,4/17/2016 00:00,Good Luck,435
256,256,223,4/4/2016 00:00,This is a bicycle,396
257,257,48,8/21/2016 00:00,We lost your car,675
258,258,14,5/2/2016 00:00,I do not know,571
259,259,141,5/18/2016 00:00,Change Roof,410
260,260,211,6/21/2016 00:00,Needs new Tires,375
261,261,153,7/31/2016 00:00,Good Luck,380
262,262,238,3/16/2016 00:00,Good Luck,153
263,263,104,5/7/2016 00:00,I do not know,867
264,264,128,7/19/2016 00:00,You are missing an engine,900
265,265,228,10/8/2016 00:00,Fixed!!!,927
266,266,91,11/2/2016 00:00,This is a bicycle,511
267,267,144,10/31/2016 00:00,Change Roof,89
268,268,244,12/27/2016 00:00,Made it faster,222
269,269,71,2/5/2016 00:00,You are missing an engine,90
270,270,159,12/9/2016 00:00,We lost your car,599
271,271,125,11/23/2016 00:00,You are missing an engine,386
272,272,14,12/28/2016 00:00,Buy a new Car,79
273,273,154,12/29/2016 00:00,Made it faster,535
274,274,186,1/7/2016 00:00,Made it faster,968
275,275,100,3/16/2016 00:00,I do not know,671
276,276,97,3/10/2016 00:00,Change Roof,196
277,277,241,11/26/2016 00:00,Good Luck,668
278,278,61,2/23/2016 00:00,Good Luck,828
279,279,84,5/14/2016 00:00,This is a bicycle,927
280,280,146,9/15/2016 00:00,Needs new Tires,526
281,281,57,1/27/2016 00:00,Made it faster,765
282,282,161,8/13/2016 00:00,Changed Oil,825
283,283,134,1/19/2016 00:00,Buy a new Car,516
284,284,224,7/22/2016 00:00,Made it faster,662
285,285,107,2/8/2016 00:00,Change Roof,942
286,286,91,2/12/2016 00:00,We changed the color,999
287,287,244,9/8/2016 00:00,Changed Oil,373
288,288,1,10/21/2016 00:00,We changed the color,781
289,289,71,2/15/2016 00:00,Breaks,121
290,290,190,9/24/2016 00:00,Fixed!!!,721
291,291,9,8/28/2016 00:00,Fixed!!!,756
292,292,14,8/16/2016 00:00,We changed the color,359
293,293,84,12/30/2016 00:00,We lost your car,460
294,294,169,12/23/2016 00:00,Fixed!!!,839
295,295,166,1/27/2016 00:00,Fixed!!!,276
296,296,243,10/28/2016 00:00,Needs new Tires,72
297,297,39,10/31/2016 00:00,This is a bicycle,409
298,298,214,12/13/2016 00:00,Breaks,815
299,299,173,11/12/2016 00:00,Made it faster,164
300,300,215,2/20/2016 00:00,You are missing an engine,715
301,301,137,12/7/2016 00:00,Good Luck,72
302,302,102,4/25/2016 00:00,We changed the color,804
303,303,93,7/14/2016 00:00,We lost your car,262
304,304,206,6/21/2016 00:00,Changed Oil,381
305,305,136,11/2/2016 00:00,Fixed!!!,765
306,306,44,5/5/2016 00:00,We lost your car,138
307,307,247,11/8/2016 00:00,This is a bicycle,404
308,308,164,7/26/2016 00:00,Change Roof,320
309,309,9,1/18/2016 00:00,Good Luck,268
310,310,235,2/4/2016 00:00,Changed Oil,908
311,311,184,10/10/2016 00:00,Changed Oil,319
312,312,167,11/30/2016 00:00,Buy a new Car,469
313,313,6,11/26/2016 00:00,Changed Oil,271
314,314,243,5/30/2016 00:00,Change Roof,119
315,315,198,11/29/2016 00:00,I do not know,789
316,316,193,9/25/2016 00:00,Breaks,429
317,317,43,3/14/2016 00:00,Breaks,541
318,318,196,4/28/2016 00:00,Fixed!!!,579
319,319,109,9/19/2016 00:00,You are missing an engine,611
320,320,214,11/19/2016 00:00,Made it faster,500
321,321,225,10/7/2016 00:00,We lost your car,249
322,322,8,7/13/2016 00:00,Change Roof,555
323,323,108,11/8/2016 00:00,We changed the color,588
324,324,138,12/23/2016 00:00,Changed Oil,252
325,325,216,5/6/2016 00:00,Change Roof,363
326,326,114,11/8/2016 00:00,This is a bicycle,246
327,327,150,4/7/2016 00:00,Change Roof,930
328,328,180,9/23/2016 00:00,We lost your car,352
329,329,213,4/10/2016 00:00,Breaks,775
330,330,121,6/7/2016 00:00,Buy a new Car,198
331,331,152,8/16/2016 00:00,We changed the color,246
332,332,168,4/17/2016 00:00,We lost your car,733
333,333,98,12/6/2016 00:00,Changed Oil,382
334,334,217,9/25/2016 00:00,Fixed!!!,670
335,335,86,6/20/2016 00:00,Made it faster,753
336,336,69,10/13/2016 00:00,Change Roof,841
337,337,58,12/4/2016 00:00,Made it faster,796
338,338,152,1/21/2016 00:00,I do not know,780
339,339,181,11/17/2016 00:00,Change Roof,58
340,340,142,6/21/2016 00:00,You are missing an engine,561
341,341,23,11/3/2016 00:00,Buy a new Car,567
342,342,141,5/8/2016 00:00,Needs new Tires,229
343,343,248,12/16/2016 00:00,You are missing an engine,107
344,344,201,8/14/2016 00:00,We lost your car,795
345,345,55,1/13/2016 00:00,Buy a new Car,318
346,346,32,8/19/2016 00:00,Change Roof,775
347,347,161,2/28/2016 00:00,Needs new Tires,844
348,348,50,3/3/2016 00:00,Good Luck,675
349,349,201,11/13/2016 00:00,Good Luck,961
350,350,205,4/8/2016 00:00,We lost your car,376
351,351,164,12/19/2016 00:00,Changed Oil,262
352,352,19,1/20/2016 00:00,Good Luck,1000
353,353,23,6/10/2016 00:00,Needs new Tires,872
354,354,226,11/27/2016 00:00,Breaks,897
355,355,182,6/27/2016 00:00,You are missing an engine,111
356,356,226,11/8/2016 00:00,Needs new Tires,74
357,357,13,1/29/2016 00:00,Made it faster,769
358,358,31,6/27/2016 00:00,You are missing an engine,110
359,359,82,4/26/2016 00:00,Good Luck,823
360,360,133,5/27/2016 00:00,We lost your car,379
361,361,201,4/20/2016 00:00,This is a bicycle,385
362,362,32,2/24/2016 00:00,Buy a new Car,469
363,363,225,3/19/2016 00:00,Needs new Tires,499
364,364,149,1/19/2016 00:00,I do not know,811
365,365,243,5/3/2016 00:00,Breaks,481
366,366,203,8/19/2016 00:00,Changed Oil,86
367,367,108,5/23/2016 00:00,We lost your car,889
368,368,122,11/22/2016 00:00,This is a bicycle,190
369,369,193,1/12/2016 00:00,Made it faster,947
370,370,5,7/4/2016 00:00,Breaks,485
371,371,45,4/24/2016 00:00,Change Roof,499
372,372,128,9/17/2016 00:00,You are missing an engine,293
373,373,96,11/26/2016 00:00,Buy a new Car,764
374,374,5,12/28/2016 00:00,Good Luck,655
375,375,45,2/5/2016 00:00,Needs new Tires,173
376,376,12,9/17/2016 00:00,We changed the color,97
377,377,4,5/27/2016 00:00,You are missing an engine,611
378,378,203,2/10/2016 00:00,Change Roof,568
379,379,19,12/13/2016 00:00,You are missing an engine,97
380,380,137,9/30/2016 00:00,Buy a new Car,745
381,381,245,7/18/2016 00:00,Made it faster,438
382,382,111,1/19/2016 00:00,Breaks,717
383,383,71,3/27/2016 00:00,Needs new Tires,315
384,384,168,2/6/2016 00:00,Breaks,61
385,385,245,8/14/2016 00:00,Change Roof,957
386,386,189,1/25/2016 00:00,This is a bicycle,617
387,387,117,10/25/2016 00:00,I do not know,826
388,388,94,10/11/2016 00:00,Fixed!!!,548
389,389,88,5/20/2016 00:00,I do not know,846
390,390,114,11/6/2016 00:00,We changed the color,194
391,391,83,4/18/2016 00:00,We changed the color,975
392,392,126,12/27/2016 00:00,Needs new Tires,570
393,393,242,7/5/2016 00:00,Good Luck,205
394,394,131,2/12/2016 00:00,Good Luck,786
395,395,202,8/2/2016 00:00,Breaks,228
396,396,74,2/4/2016 00:00,You are missing an engine,346
397,397,217,11/10/2016 00:00,We changed the color,382
398,398,168,11/15/2016 00:00,Good Luck,750
399,399,38,3/7/2016 00:00,Buy a new Car,518
400,400,31,2/19/2016 00:00,Breaks,711
401,401,185,5/31/2016 00:00,Changed Oil,407
402,402,2,1/22/2016 00:00,Changed Oil,659
403,403,33,3/26/2016 00:00,Changed Oil,774
404,404,41,5/29/2016 00:00,We lost your car,456
405,405,19,10/15/2016 00:00,Buy a new Car,785
406,406,150,12/4/2016 00:00,Good Luck,567
407,407,57,6/19/2016 00:00,Breaks,560
408,408,208,5/26/2016 00:00,Breaks,192
409,409,215,5/9/2016 00:00,We lost your car,678
410,410,42,6/28/2016 00:00,Good Luck,480
411,411,52,10/13/2016 00:00,You are missing an engine,208
412,412,101,12/12/2016 00:00,You are missing an engine,582
413,413,138,8/13/2016 00:00,Fixed!!!,769
414,414,106,9/4/2016 00:00,Good Luck,159
415,415,183,12/25/2016 00:00,Good Luck,490
416,416,23,9/29/2016 00:00,Made it faster,110
417,417,54,8/13/2016 00:00,Changed Oil,602
418,418,28,9/9/2016 00:00,Good Luck,283
419,419,246,12/3/2016 00:00,Buy a new Car,768
420,420,204,4/2/2016 00:00,We lost your car,483
421,421,176,6/2/2016 00:00,Changed Oil,596
422,422,195,6/16/2016 00:00,This is a bicycle,675
423,423,80,8/12/2016 00:00,Needs new Tires,602
424,424,100,5/24/2016 00:00,Good Luck,304
425,425,103,12/27/2016 00:00,Breaks,348
426,426,189,3/29/2016 00:00,Changed Oil,335
427,427,56,6/4/2016 00:00,This is a bicycle,387
428,428,160,6/22/2016 00:00,You are missing an engine,831
429,429,112,4/29/2016 00:00,Made it faster,697
430,430,202,4/27/2016 00:00,You are missing an engine,212
431,431,239,8/23/2016 00:00,Good Luck,940
432,432,234,5/14/2016 00:00,Buy a new Car,415
433,433,3,6/3/2016 00:00,I do not know,783
434,434,244,11/21/2016 00:00,Made it faster,562
435,435,192,7/21/2016 00:00,This is a bicycle,855
436,436,67,8/25/2016 00:00,Breaks,967
437,437,13,11/15/2016 00:00,Buy a new Car,976
438,438,130,1/27/2016 00:00,Good Luck,990
439,439,133,5/16/2016 00:00,Breaks,426
440,440,145,7/4/2016 00:00,We changed the color,424
441,441,249,9/10/2016 00:00,This is a bicycle,342
442,442,248,12/9/2016 00:00,I do not know,203
443,443,167,10/7/2016 00:00,Buy a new Car,430
444,444,175,11/12/2016 00:00,Changed Oil,559
445,445,102,4/6/2016 00:00,Buy a new Car,788
446,446,43,9/5/2016 00:00,I do not know,545
447,447,10,1/31/2016 00:00,Change Roof,138
448,448,156,10/18/2016 00:00,Breaks,987
449,449,30,3/27/2016 00:00,We changed the color,622
450,450,63,4/2/2016 00:00,Breaks,534
451,451,189,2/11/2016 00:00,You are missing an engine,261
452,452,122,1/27/2016 00:00,Made it faster,689
453,453,131,10/22/2016 00:00,You are missing an engine,336
454,454,244,2/7/2016 00:00,Needs new Tires,522
455,455,134,4/9/2016 00:00,Good Luck,723
456,456,170,6/21/2016 00:00,We changed the color,133
457,457,194,4/28/2016 00:00,Buy a new Car,677
458,458,145,4/12/2016 00:00,Breaks,735
459,459,1,3/13/2016 00:00,Buy a new Car,937
460,460,70,2/18/2016 00:00,We lost your car,656
461,461,27,9/28/2016 00:00,You are missing an engine,485
462,462,11,2/16/2016 00:00,We lost your car,747
463,463,76,1/24/2016 00:00,Made it faster,558
464,464,30,4/21/2016 00:00,Needs new Tires,998
465,465,3,1/20/2016 00:00,Fixed!!!,376
466,466,245,2/21/2016 00:00,Breaks,565
467,467,248,10/10/2016 00:00,Made it faster,764
468,468,189,2/8/2016 00:00,Breaks,908
469,469,101,8/2/2016 00:00,Fixed!!!,567
470,470,133,3/2/2016 00:00,Good Luck,138
471,471,137,12/20/2016 00:00,I do not know,279
472,472,131,1/25/2016 00:00,Buy a new Car,115
473,473,103,5/20/2016 00:00,Good Luck,366
474,474,3,12/8/2016 00:00,Buy a new Car,257
475,475,163,6/15/2016 00:00,This is a bicycle,241
476,476,146,1/19/2016 00:00,Made it faster,295
477,477,92,10/18/2016 00:00,Changed Oil,846
478,478,136,6/3/2016 00:00,I do not know,493
479,479,153,11/21/2016 00:00,We changed the color,82
480,480,249,9/24/2016 00:00,Made it faster,258
481,481,230,11/26/2016 00:00,Fixed!!!,747
482,482,155,5/26/2016 00:00,Good Luck,631
483,483,16,7/4/2016 00:00,Fixed!!!,585
484,484,149,11/25/2016 00:00,This is a bicycle,314
485,485,235,3/15/2016 00:00,I do not know,56
486,486,13,12/18/2016 00:00,Buy a new Car,326
487,487,69,7/17/2016 00:00,Change Roof,564
488,488,70,9/5/2016 00:00,Fixed!!!,501
489,489,11,2/10/2016 00:00,Breaks,202
490,490,7,9/8/2016 00:00,I do not know,640
491,491,206,1/9/2016 00:00,Change Roof,516
492,492,52,9/15/2016 00:00,This is a bicycle,939
493,493,155,9/20/2016 00:00,Change Roof,746
494,494,235,9/21/2016 00:00,Good Luck,60
495,495,107,1/14/2016 00:00,I do not know,364
496,496,22,5/22/2016 00:00,This is a bicycle,685
497,497,218,5/14/2016 00:00,You are missing an engine,697
498,498,218,3/15/2016 00:00,We changed the color,862
499,499,52,5/21/2016 00:00,We lost your car,893
500,500,243,7/25/2016 00:00,We lost your car,831
501,501,21,12/25/2016 00:00,This is a bicycle,862
502,502,94,5/12/2016 00:00,Breaks,488
503,503,42,4/7/2016 00:00,Made it faster,531
504,504,207,5/24/2016 00:00,I do not know,853
505,505,109,3/21/2016 00:00,We changed the color,617
506,506,183,4/28/2016 00:00,Breaks,463
507,507,197,11/16/2016 00:00,This is a bicycle,488
508,508,92,2/20/2016 00:00,Changed Oil,368
509,509,205,7/13/2016 00:00,This is a bicycle,862
510,510,9,3/30/2016 00:00,I do not know,951
511,511,201,5/16/2016 00:00,Made it faster,934
512,512,18,2/10/2016 00:00,Fixed!!!,412
513,513,171,12/20/2016 00:00,Buy a new Car,756
514,514,246,3/17/2016 00:00,Changed Oil,174
515,515,12,10/13/2016 00:00,Change Roof,497
516,516,39,8/6/2016 00:00,Buy a new Car,177
517,517,7,8/26/2016 00:00,Made it faster,214
518,518,29,9/21/2016 00:00,You are missing an engine,679
519,519,132,1/10/2016 00:00,This is a bicycle,70
520,520,188,9/13/2016 00:00,Breaks,725
521,521,65,7/22/2016 00:00,Breaks,360
522,522,98,1/31/2016 00:00,I do not know,217
523,523,111,6/17/2016 00:00,Breaks,904
524,524,137,2/22/2016 00:00,We changed the color,859
525,525,238,6/12/2016 00:00,We lost your car,121
526,526,218,9/29/2016 00:00,Made it faster,480
527,527,40,1/7/2016 00:00,Changed Oil,474
528,528,220,4/21/2016 00:00,Good Luck,701
529,529,37,7/31/2016 00:00,I do not know,339
530,530,138,6/29/2016 00:00,Change Roof,833
531,531,60,1/3/2017 00:00,We lost your car,238
532,532,101,6/6/2016 00:00,This is a bicycle,836
533,533,20,8/4/2016 00:00,Change Roof,992
534,534,248,7/30/2016 00:00,Fixed!!!,188
535,535,51,3/20/2016 00:00,Buy a new Car,82
536,536,144,9/29/2016 00:00,Changed Oil,541
537,537,103,3/3/2016 00:00,Buy a new Car,350
538,538,200,10/30/2016 00:00,Breaks,803
539,539,180,11/24/2016 00:00,We lost your car,356
540,540,30,12/7/2016 00:00,This is a bicycle,687
541,541,179,1/27/2016 00:00,Breaks,474
542,542,130,1/30/2016 00:00,Breaks,653
543,543,66,6/2/2016 00:00,We changed the color,271
544,544,197,2/11/2016 00:00,Change Roof,76
